query_id,state_label,split
mmlupro:test_1000:956,10,test
mmlupro:test_1000:959,10,test
mmlupro:test_1000:960,5,test
mmlupro:test_1000:964,10,test
mmlupro:test_1000:977,11,test
mmlupro:test_1000:978,10,test
mmlupro:test_1000:980,10,test
mmlupro:test_1000:981,10,test
mmlupro:test_1000:987,9,test
mmlupro:test_1000:988,11,test
mmlupro:test_1000:992,11,test
mmlupro:test_1000:995,11,test
mmlupro:test_1000:999,10,test
math500:test:6,11,test
math500:test:7,4,test
math500:test:8,4,test
math500:test:9,9,test
math500:test:13,11,test
math500:test:16,5,test
math500:test:24,11,test
math500:test:43,11,test
math500:test:46,11,test
math500:test:50,11,test
math500:test:58,10,test
math500:test:61,11,test
math500:test:69,11,test
math500:test:71,9,test
math500:test:77,11,test
math500:test:84,11,test
math500:test:85,11,test
math500:test:92,11,test
math500:test:95,5,test
math500:test:99,14,test
math500:test:100,0,test
math500:test:102,10,test
math500:test:104,0,test
math500:test:109,10,test
math500:test:110,11,test
math500:test:124,5,test
math500:test:129,11,test
math500:test:149,11,test
math500:test:151,0,test
math500:test:154,5,test
math500:test:157,5,test
math500:test:158,11,test
math500:test:161,11,test
math500:test:169,9,test
math500:test:175,11,test
math500:test:176,11,test
math500:test:177,14,test
math500:test:178,5,test
math500:test:179,11,test
math500:test:197,11,test
math500:test:210,11,test
math500:test:212,9,test
math500:test:224,11,test
math500:test:229,9,test
math500:test:230,10,test
math500:test:236,9,test
math500:test:238,0,test
math500:test:245,13,test
math500:test:247,10,test
math500:test:249,0,test
math500:test:250,0,test
math500:test:253,11,test
math500:test:256,9,test
math500:test:258,4,test
math500:test:259,9,test
math500:test:262,11,test
math500:test:263,11,test
math500:test:266,11,test
math500:test:271,10,test
math500:test:276,11,test
math500:test:286,11,test
math500:test:288,10,test
math500:test:296,0,test
math500:test:304,9,test
math500:test:306,11,test
math500:test:309,11,test
math500:test:310,3,test
math500:test:311,11,test
math500:test:313,11,test
math500:test:315,4,test
math500:test:324,9,test
math500:test:325,5,test
math500:test:332,11,test
math500:test:346,11,test
math500:test:350,10,test
math500:test:357,9,test
math500:test:365,9,test
math500:test:368,11,test
math500:test:373,5,test
math500:test:376,11,test
math500:test:377,4,test
math500:test:378,11,test
math500:test:390,5,test
math500:test:394,10,test
math500:test:395,1,test
math500:test:396,11,test
math500:test:398,11,test
math500:test:402,0,test
math500:test:403,11,test
math500:test:422,11,test
math500:test:431,11,test
math500:test:447,11,test
math500:test:450,11,test
math500:test:451,1,test
math500:test:458,11,test
math500:test:467,9,test
math500:test:479,11,test
math500:test:483,11,test
math500:test:484,11,test
math500:test:487,4,test
math500:test:488,11,test
math500:test:490,6,test
math500:test:499,0,test
math500:test:500,11,test
gpqa:test:1,10,test
gpqa:test:8,9,test
gpqa:test:15,10,test
gpqa:test:22,10,test
gpqa:test:25,10,test
gpqa:test:34,10,test
gpqa:test:39,10,test
gpqa:test:42,10,test
gpqa:test:44,10,test
gpqa:test:57,9,test
gpqa:test:70,10,test
gpqa:test:71,10,test
gpqa:test:78,10,test
gpqa:test:82,3,test
gpqa:test:84,5,test
gpqa:test:85,10,test
gpqa:test:89,13,test
gpqa:test:93,6,test
gpqa:test:97,10,test
gpqa:test:104,4,test
gpqa:test:107,10,test
gpqa:test:114,10,test
gpqa:test:115,10,test
gpqa:test:131,13,test
gpqa:test:137,10,test
gpqa:test:143,10,test
gpqa:test:144,11,test
gpqa:test:152,10,test
gpqa:test:158,10,test
gpqa:test:162,11,test
gpqa:test:164,10,test
gpqa:test:175,9,test
gpqa:test:179,10,test
gpqa:test:180,5,test
gpqa:test:187,10,test
gpqa:test:194,9,test
gpqa:test:196,11,test
mbpp:test:1,14,test
mbpp:test:3,14,test
mbpp:test:5,14,test
mbpp:test:7,2,test
mbpp:test:16,14,test
mbpp:test:21,14,test
mbpp:test:31,8,test
mbpp:test:34,14,test
mbpp:test:38,14,test
mbpp:test:42,8,test
mbpp:test:48,14,test
mbpp:test:64,14,test
mbpp:test:71,8,test
mbpp:test:75,8,test
mbpp:test:82,14,test
mbpp:test:101,14,test
mbpp:test:104,14,test
mbpp:test:110,2,test
mbpp:test:112,2,test
mbpp:test:120,8,test
mbpp:test:127,8,test
mbpp:test:128,14,test
mbpp:test:135,14,test
mbpp:test:136,2,test
mbpp:test:138,14,test
mbpp:test:140,14,test
mbpp:test:148,14,test
mbpp:test:153,2,test
mbpp:test:157,14,test
mbpp:test:159,14,test
mbpp:test:160,14,test
mbpp:test:162,14,test
mbpp:test:170,14,test
mbpp:test:174,8,test
mbpp:test:175,8,test
mbpp:test:176,2,test
mbpp:test:185,14,test
mbpp:test:194,8,test
mbpp:test:201,2,test
mbpp:test:203,2,test
mbpp:test:206,2,test
mbpp:test:212,8,test
mbpp:test:215,14,test
mbpp:test:228,8,test
mbpp:test:231,14,test
mbpp:test:232,14,test
mbpp:test:234,8,test
mbpp:test:238,8,test
mbpp:test:255,14,test
mbpp:test:264,4,test
mbpp:test:268,14,test
mbpp:test:272,14,test
mbpp:test:277,14,test
mbpp:test:287,14,test
mbpp:test:288,2,test
mbpp:test:306,14,test
mbpp:test:308,8,test
mbpp:test:309,14,test
mbpp:test:310,8,test
mbpp:test:314,14,test
mbpp:test:319,14,test
mbpp:test:322,14,test
mbpp:test:323,14,test
mbpp:test:325,14,test
mbpp:test:327,14,test
mbpp:test:329,8,test
mbpp:test:331,8,test
mbpp:test:339,8,test
mbpp:test:340,8,test
mbpp:test:349,8,test
mbpp:test:354,8,test
mbpp:test:356,14,test
mbpp:test:360,2,test
mbpp:test:364,14,test
mbpp:test:366,8,test
mbpp:test:367,14,test
mbpp:test:371,14,test
mbpp:test:377,14,test
mbpp:test:379,14,test
mbpp:test:380,14,test
mbpp:test:386,8,test
mbpp:test:390,8,test
mbpp:test:392,4,test
mbpp:test:407,14,test
mbpp:test:409,14,test
mbpp:test:416,14,test
mbpp:test:421,12,test
mbpp:test:424,8,test
mbpp:test:429,2,test
mbpp:test:432,14,test
mbpp:test:436,14,test
mbpp:test:447,2,test
mbpp:test:449,14,test
mbpp:test:452,14,test
mbpp:test:469,8,test
mbpp:test:471,14,test
mbpp:test:475,14,test
mbpp:test:482,14,test
mbpp:test:486,14,test
mbpp:test:487,8,test
mbpp:test:494,14,test
mbpp:test:506,8,test
mbpp:test:507,6,test
mbpp:test:521,14,test
mbpp:test:523,14,test
mbpp:test:525,14,test
mbpp:test:533,14,test
mbpp:test:536,8,test
mbpp:test:539,14,test
mbpp:test:540,14,test
mbpp:test:548,14,test
mbpp:test:549,14,test
mbpp:test:552,14,test
mbpp:test:555,14,test
mbpp:test:560,14,test
mbpp:test:562,14,test
mbpp:test:563,13,test
mbpp:test:565,14,test
mbpp:test:566,8,test
mbpp:test:577,14,test
mbpp:test:579,2,test
mbpp:test:592,14,test
mbpp:test:602,14,test
mbpp:test:608,14,test
mbpp:test:609,14,test
mbpp:test:621,14,test
mbpp:test:623,14,test
mbpp:test:629,14,test
mbpp:test:631,14,test
mbpp:test:634,14,test
mbpp:test:639,8,test
mbpp:test:645,2,test
mbpp:test:650,14,test
mbpp:test:653,14,test
mbpp:test:660,14,test
mbpp:test:663,8,test
mbpp:test:664,14,test
mbpp:test:666,14,test
mbpp:test:700,14,test
mbpp:test:704,2,test
mbpp:test:711,14,test
mbpp:test:713,14,test
mbpp:test:716,14,test
mbpp:test:718,2,test
mbpp:test:723,8,test
mbpp:test:726,8,test
mbpp:test:735,14,test
mbpp:test:738,8,test
mbpp:test:745,2,test
mbpp:test:746,14,test
mbpp:test:762,0,test
mbpp:test:782,14,test
mbpp:test:786,14,test
mbpp:test:789,14,test
mbpp:test:795,2,test
mbpp:test:803,14,test
mbpp:test:804,14,test
mbpp:test:809,14,test
mbpp:test:810,8,test
mbpp:test:811,8,test
mbpp:test:818,14,test
mbpp:test:827,14,test
mbpp:test:830,14,test
mbpp:test:833,8,test
mbpp:test:837,14,test
mbpp:test:847,8,test
mbpp:test:854,14,test
mbpp:test:855,14,test
mbpp:test:862,8,test
mbpp:test:867,14,test
mbpp:test:869,14,test
mbpp:test:871,14,test
mbpp:test:874,14,test
mbpp:test:880,14,test
mbpp:test:882,14,test
mbpp:test:887,14,test
mbpp:test:889,14,test
mbpp:test:893,14,test
mbpp:test:899,2,test
mbpp:test:901,2,test
mbpp:test:907,14,test
mbpp:test:915,2,test
mbpp:test:916,14,test
mbpp:test:918,8,test
mbpp:test:924,14,test
mbpp:test:932,14,test
mbpp:test:933,8,test
mbpp:test:935,14,test
mbpp:test:937,14,test
mbpp:test:941,14,test
mbpp:test:942,2,test
aime:hybrid:4,10,test
aime:hybrid:16,0,test
aime:hybrid:17,0,test
aime:hybrid:18,10,test
aime:hybrid:22,11,test
aime:hybrid:27,9,test
aime:hybrid:30,11,test
aime:hybrid:31,11,test
aime:hybrid:34,0,test
aime:hybrid:36,9,test
aime:hybrid:37,10,test
aime:hybrid:39,0,test
aime:hybrid:44,13,test
aime:hybrid:53,10,test
